,Desarrollador,Año,recommend,sentiment_analysis
2891,"EA - Maxis,Aspyr (Mac)",2003,True,2
2892,"EA - Maxis,Aspyr (Mac)",2003,False,0
2893,"EA - Maxis,Aspyr (Mac)",2003,True,2
2894,"EA - Maxis,Aspyr (Mac)",2003,True,1
2895,"EA - Maxis,Aspyr (Mac)",2003,True,2
2896,"EA - Maxis,Aspyr (Mac)",2003,False,0
2897,IO Interactive,2010,True,0
2898,IO Interactive,2010,True,2
2899,"2K Czech,Feral Interactive (Mac)",2011,True,2
2900,"2K Czech,Feral Interactive (Mac)",2011,True,1
2901,"2K Czech,Feral Interactive (Mac)",2011,True,1
2902,"2K Czech,Feral Interactive (Mac)",2011,True,2
2903,"2K Czech,Feral Interactive (Mac)",2011,True,2
2904,"2K Czech,Feral Interactive (Mac)",2011,True,1
2905,"2K Czech,Feral Interactive (Mac)",2011,True,2
2906,"2K Czech,Feral Interactive (Mac)",2011,True,1
2907,"2K Czech,Feral Interactive (Mac)",2011,True,2
2908,"2K Czech,Feral Interactive (Mac)",2011,True,2
2909,"2K Czech,Feral Interactive (Mac)",2011,True,1
2910,"2K Czech,Feral Interactive (Mac)",2011,True,2
2911,"2K Czech,Feral Interactive (Mac)",2011,True,1
2912,"2K Czech,Feral Interactive (Mac)",2011,True,0
2913,"2K Czech,Feral Interactive (Mac)",2011,True,2
2914,"2K Czech,Feral Interactive (Mac)",2011,False,0
2915,"2K Czech,Feral Interactive (Mac)",2011,True,2
2916,"2K Czech,Feral Interactive (Mac)",2011,True,2
2917,"2K Czech,Feral Interactive (Mac)",2011,True,1
2918,"2K Czech,Feral Interactive (Mac)",2011,True,1
2919,doublesix,2010,True,2
2920,VStep,2010,True,1
2921,Team17 Digital Ltd,2010,True,1
2922,Team17 Digital Ltd,2010,True,1
2923,Team17 Digital Ltd,2010,True,2
2924,Team17 Digital Ltd,2010,True,2
2925,Muzzy Lane Software,2010,True,2
2926,Muzzy Lane Software,2010,True,2
2927,Muzzy Lane Software,2010,True,2
2928,Paradox Development Studio,2010,True,0
2929,Paradox Development Studio,2010,True,1
2930,Paradox Development Studio,2010,True,2
2931,Paradox Development Studio,2010,False,1
2932,Paradox Development Studio,2010,True,2
2933,GSC Game World,2002,True,2
2934,Zoë Mode,2010,True,1
2935,Terry Cavanagh,2010,True,2
2936,Terry Cavanagh,2010,True,2
2937,Terry Cavanagh,2010,True,2
2938,Terry Cavanagh,2010,True,1
2939,Terry Cavanagh,2010,True,2
2940,Terry Cavanagh,2010,True,2
2941,Terry Cavanagh,2010,True,2
2942,Terry Cavanagh,2010,True,2
2943,Terry Cavanagh,2010,True,1
2944,Terry Cavanagh,2010,True,2
2945,Frictional Games,2010,True,2
2946,Frictional Games,2010,True,2
2947,Frictional Games,2010,True,1
2948,Frictional Games,2010,True,2
2949,Frictional Games,2010,True,1
2950,Frictional Games,2010,True,2
2951,Frictional Games,2010,True,0
2952,Frictional Games,2010,True,1
2953,Frictional Games,2010,True,1
2954,Frictional Games,2010,True,0
2955,Frictional Games,2010,True,2
2956,Frictional Games,2010,True,2
2957,Frictional Games,2010,True,0
2958,Frictional Games,2010,True,2
2959,Frictional Games,2010,True,0
2960,Frictional Games,2010,True,2
2961,Frictional Games,2010,True,0
2962,Frictional Games,2010,True,1
2963,Frictional Games,2010,True,2
2964,Frictional Games,2010,True,2
2965,Frictional Games,2010,True,1
2966,Frictional Games,2010,True,2
2967,Frictional Games,2010,True,1
2968,Frictional Games,2010,True,2
2969,Frictional Games,2010,True,0
2970,Frictional Games,2010,True,1
2971,Frictional Games,2010,True,1
2972,Frictional Games,2010,True,0
2973,Frictional Games,2010,True,2
2974,Frictional Games,2010,True,2
2975,Frictional Games,2010,True,0
2976,Frictional Games,2010,True,2
2977,Frictional Games,2010,True,0
2978,Frictional Games,2010,True,2
2979,Frictional Games,2010,True,0
2980,Frictional Games,2010,True,1
2981,Frictional Games,2010,True,2
2982,Frictional Games,2010,True,2
2983,Frictional Games,2010,True,1
2984,Frictional Games,2010,True,2
2985,Frictional Games,2010,True,1
2986,Frictional Games,2010,True,2
2987,Frictional Games,2010,True,0
2988,Frictional Games,2010,True,1
2989,Frictional Games,2010,True,1
2990,Frictional Games,2010,True,0
2991,Frictional Games,2010,True,2
2992,Frictional Games,2010,True,2
2993,Frictional Games,2010,True,0
2994,Frictional Games,2010,True,2
2995,Frictional Games,2010,True,0
2996,Frictional Games,2010,True,2
2997,Frictional Games,2010,True,0
2998,Frictional Games,2010,True,1
2999,EasyGameStation,2010,True,2
3000,EasyGameStation,2010,True,2
3001,EasyGameStation,2010,True,2
3002,EasyGameStation,2010,True,2
3003,EasyGameStation,2010,True,2
3004,EasyGameStation,2010,True,2
3005,Subsoap,2010,True,2
3006,Subsoap,2010,True,2
3007,Subsoap,2010,True,2
3008,Subsoap,2010,True,2
3009,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3010,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3011,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3012,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3013,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3014,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3015,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3016,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3017,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3018,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3019,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3020,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3021,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3022,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3023,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3024,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3025,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3026,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3027,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,0
3028,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3029,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3030,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,0
3031,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3032,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3033,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3034,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3035,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3036,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3037,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3038,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3039,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3040,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3041,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3042,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3043,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3044,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3045,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3046,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3047,"Firaxis Games,Aspyr (Mac, Linux)",2010,False,0
3048,"Firaxis Games,Aspyr (Mac, Linux)",2010,False,0
3049,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,0
3050,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3051,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3052,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3053,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3054,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3055,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3056,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3057,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3058,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3059,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3060,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3061,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3062,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3063,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,0
3064,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3065,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3066,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3067,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3068,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3069,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3070,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3071,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3072,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3073,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3074,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3075,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3076,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3077,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3078,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3079,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3080,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3081,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3082,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3083,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3084,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3085,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,0
3086,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3087,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3088,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3089,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3090,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3091,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3092,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3093,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3094,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,0
3095,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3096,"Firaxis Games,Aspyr (Mac, Linux)",2010,False,0
3097,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,0
3098,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3099,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3100,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3101,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3102,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3103,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3104,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3105,"Firaxis Games,Aspyr (Mac, Linux)",2010,False,2
3106,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3107,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,0
3108,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3109,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3110,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3111,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3112,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3113,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3114,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3115,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3116,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3117,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3118,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3119,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3120,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3121,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,0
3122,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3123,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,0
3124,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,0
3125,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3126,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3127,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3128,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3129,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3130,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3131,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3132,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3133,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3134,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3135,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3136,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3137,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3138,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3139,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,0
3140,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3141,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3142,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3143,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3144,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3145,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3146,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3147,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,0
3148,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3149,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3150,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,0
3151,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3152,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3153,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3154,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3155,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3156,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3157,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3158,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3159,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3160,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3161,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3162,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3163,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3164,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3165,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3166,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3167,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3168,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3169,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3170,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3171,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3172,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3173,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3174,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,1
3175,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3176,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,0
3177,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3178,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3179,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,0
3180,"Firaxis Games,Aspyr (Mac, Linux)",2010,True,2
3181,Croteam,2002,True,1
3182,Croteam,2002,True,1
3183,Krome Studios,2010,True,1
3184,Krome Studios,2010,True,1
3185,Krome Studios,2010,True,1
3186,Krome Studios,2010,True,1
3187,Team17 Digital Ltd,2010,True,0
3188,Vigil Games,2010,True,2
3189,Vigil Games,2010,True,2
3190,NeoCoreGames,2010,False,0
3191,Electronic Arts,2010,True,2
3192,Electronic Arts,2010,True,2
3193,Electronic Arts,2010,False,0
3194,Electronic Arts,2010,True,2
3195,Electronic Arts,2010,True,1
3196,Electronic Arts,2010,True,1
3197,Electronic Arts,2010,True,1
3198,Obsidian Entertainment,2010,True,0
3199,Obsidian Entertainment,2010,True,2
3200,Obsidian Entertainment,2010,True,2
3201,Obsidian Entertainment,2010,True,2
3202,Obsidian Entertainment,2010,True,2
3203,Obsidian Entertainment,2010,True,0
3204,Obsidian Entertainment,2010,True,1
3205,Obsidian Entertainment,2010,True,2
3206,Obsidian Entertainment,2010,True,1
3207,Obsidian Entertainment,2010,True,2
3208,Obsidian Entertainment,2010,True,2
3209,Obsidian Entertainment,2010,True,1
3210,Obsidian Entertainment,2010,True,2
3211,Obsidian Entertainment,2010,True,2
3212,Obsidian Entertainment,2010,True,1
3213,Obsidian Entertainment,2010,True,2
3214,Obsidian Entertainment,2010,True,2
3215,Obsidian Entertainment,2010,True,2
3216,Obsidian Entertainment,2010,True,2
3217,Obsidian Entertainment,2010,True,0
3218,Obsidian Entertainment,2010,True,1
3219,Obsidian Entertainment,2010,True,1
3220,Obsidian Entertainment,2010,True,2
3221,Obsidian Entertainment,2010,True,2
3222,Obsidian Entertainment,2010,True,2
3223,Obsidian Entertainment,2010,True,2
3224,Obsidian Entertainment,2010,True,2
3225,Obsidian Entertainment,2010,True,2
3226,Obsidian Entertainment,2010,True,0
3227,Obsidian Entertainment,2010,True,2
3228,Obsidian Entertainment,2010,True,1
3229,Obsidian Entertainment,2010,True,1
3230,Obsidian Entertainment,2010,True,2
3231,Obsidian Entertainment,2010,True,1
3232,Obsidian Entertainment,2010,True,2
3233,Obsidian Entertainment,2010,True,2
3234,Obsidian Entertainment,2010,True,2
3235,Obsidian Entertainment,2010,True,2
3236,Obsidian Entertainment,2010,True,1
3237,Obsidian Entertainment,2010,True,2
3238,Obsidian Entertainment,2010,True,2
3239,Obsidian Entertainment,2010,True,2
3240,Obsidian Entertainment,2010,True,2
3241,Obsidian Entertainment,2010,True,2
3242,Obsidian Entertainment,2010,True,2
3243,Obsidian Entertainment,2010,True,2
3244,Obsidian Entertainment,2010,True,2
3245,Obsidian Entertainment,2010,True,2
3246,Obsidian Entertainment,2010,True,2
3247,Obsidian Entertainment,2010,True,2
3248,Obsidian Entertainment,2010,True,2
3249,Obsidian Entertainment,2010,True,0
3250,Obsidian Entertainment,2010,True,2
3251,Obsidian Entertainment,2010,True,2
3252,Obsidian Entertainment,2010,False,0
3253,Obsidian Entertainment,2010,True,2
3254,Obsidian Entertainment,2010,True,1
3255,Obsidian Entertainment,2010,True,2
3256,Obsidian Entertainment,2010,True,1
3257,Obsidian Entertainment,2010,True,2
3258,Obsidian Entertainment,2010,True,2
3259,Obsidian Entertainment,2010,True,2
3260,Obsidian Entertainment,2010,True,2
3261,Obsidian Entertainment,2010,True,2
3262,Obsidian Entertainment,2010,True,1
3263,Obsidian Entertainment,2010,True,2
3264,Obsidian Entertainment,2010,True,2
3265,Obsidian Entertainment,2010,True,1
3266,Obsidian Entertainment,2010,True,1
3267,Obsidian Entertainment,2010,True,2
3268,Obsidian Entertainment,2010,True,2
3269,Obsidian Entertainment,2010,True,1
3270,Obsidian Entertainment,2010,True,1
3271,Obsidian Entertainment,2010,True,2
3272,Obsidian Entertainment,2010,True,0
3273,Obsidian Entertainment,2010,True,2
3274,Obsidian Entertainment,2010,True,1
3275,Obsidian Entertainment,2010,True,1
3276,Obsidian Entertainment,2010,True,1
3277,Obsidian Entertainment,2010,True,2
3278,Obsidian Entertainment,2010,True,2
3279,Obsidian Entertainment,2010,True,1
3280,Obsidian Entertainment,2010,True,1
3281,Obsidian Entertainment,2010,True,2
3282,Obsidian Entertainment,2010,True,2
3283,Obsidian Entertainment,2010,True,0
3284,Obsidian Entertainment,2010,True,1
3285,Obsidian Entertainment,2010,True,0
3286,Obsidian Entertainment,2010,True,2
3287,Obsidian Entertainment,2010,True,2
3288,Obsidian Entertainment,2010,True,2
3289,Obsidian Entertainment,2010,True,2
3290,Obsidian Entertainment,2010,True,0
3291,Obsidian Entertainment,2010,True,1
3292,Obsidian Entertainment,2010,True,2
3293,Obsidian Entertainment,2010,True,1
3294,Obsidian Entertainment,2010,True,2
3295,Obsidian Entertainment,2010,True,2
3296,Obsidian Entertainment,2010,True,1
3297,Obsidian Entertainment,2010,True,2
3298,Obsidian Entertainment,2010,True,2
3299,Obsidian Entertainment,2010,True,1
3300,Obsidian Entertainment,2010,True,2
3301,Obsidian Entertainment,2010,True,2
3302,Obsidian Entertainment,2010,True,2
3303,Obsidian Entertainment,2010,True,2
3304,Obsidian Entertainment,2010,True,0
3305,Obsidian Entertainment,2010,True,1
3306,Obsidian Entertainment,2010,True,1
3307,Obsidian Entertainment,2010,True,2
3308,Obsidian Entertainment,2010,True,2
3309,Obsidian Entertainment,2010,True,2
3310,Obsidian Entertainment,2010,True,2
3311,Obsidian Entertainment,2010,True,2
3312,Obsidian Entertainment,2010,True,2
3313,Obsidian Entertainment,2010,True,0
3314,Obsidian Entertainment,2010,True,2
3315,Obsidian Entertainment,2010,True,1
3316,Obsidian Entertainment,2010,True,1
3317,Obsidian Entertainment,2010,True,2
3318,Obsidian Entertainment,2010,True,1
3319,Obsidian Entertainment,2010,True,2
3320,Obsidian Entertainment,2010,True,2
3321,Obsidian Entertainment,2010,True,2
3322,Obsidian Entertainment,2010,True,2
3323,Obsidian Entertainment,2010,True,1
3324,Obsidian Entertainment,2010,True,2
3325,Obsidian Entertainment,2010,True,2
3326,Obsidian Entertainment,2010,True,2
3327,Obsidian Entertainment,2010,True,2
3328,Obsidian Entertainment,2010,True,2
3329,Obsidian Entertainment,2010,True,2
3330,Obsidian Entertainment,2010,True,2
3331,Obsidian Entertainment,2010,True,2
3332,Obsidian Entertainment,2010,True,2
3333,Obsidian Entertainment,2010,True,2
3334,Obsidian Entertainment,2010,True,2
3335,Obsidian Entertainment,2010,True,2
3336,Obsidian Entertainment,2010,True,0
3337,Obsidian Entertainment,2010,True,2
3338,Obsidian Entertainment,2010,True,2
3339,Obsidian Entertainment,2010,False,0
3340,Obsidian Entertainment,2010,True,2
3341,Obsidian Entertainment,2010,True,1
3342,Obsidian Entertainment,2010,True,2
3343,Obsidian Entertainment,2010,True,1
3344,Obsidian Entertainment,2010,True,2
3345,Obsidian Entertainment,2010,True,2
3346,Obsidian Entertainment,2010,True,2
3347,Obsidian Entertainment,2010,True,2
3348,Obsidian Entertainment,2010,True,2
3349,Obsidian Entertainment,2010,True,1
3350,Obsidian Entertainment,2010,True,2
3351,Obsidian Entertainment,2010,True,2
3352,Obsidian Entertainment,2010,True,1
3353,Obsidian Entertainment,2010,True,1
3354,Obsidian Entertainment,2010,True,2
3355,Obsidian Entertainment,2010,True,2
3356,Obsidian Entertainment,2010,True,1
3357,Obsidian Entertainment,2010,True,1
3358,Obsidian Entertainment,2010,True,2
3359,Obsidian Entertainment,2010,True,0
3360,Obsidian Entertainment,2010,True,2
3361,Obsidian Entertainment,2010,True,1
3362,Obsidian Entertainment,2010,True,1
3363,Obsidian Entertainment,2010,True,1
3364,Obsidian Entertainment,2010,True,2
3365,Obsidian Entertainment,2010,True,2
3366,Obsidian Entertainment,2010,True,1
3367,Obsidian Entertainment,2010,True,1
3368,Obsidian Entertainment,2010,True,2
3369,Obsidian Entertainment,2010,True,2
3370,Obsidian Entertainment,2010,True,0
3371,Obsidian Entertainment,2010,True,1
3372,Aspyr Studios,2010,False,0
3373,Aspyr Studios,2010,True,1
3374,Aspyr Studios,2010,True,2
3375,Aspyr Studios,2010,True,2
3376,Aspyr Studios,2010,True,2
3377,Altar Games,2007,False,0
3378,Altar Games,2007,False,0
3379,Treyarch,2010,True,2
3380,Treyarch,2010,True,1
3381,Treyarch,2010,True,2
3382,Treyarch,2010,False,1
3383,Treyarch,2010,True,2
3384,Treyarch,2010,True,2
3385,Treyarch,2010,True,2
3386,Treyarch,2010,True,2
3387,Treyarch,2010,True,2
3388,Treyarch,2010,True,1
3389,Treyarch,2010,True,0
3390,Treyarch,2010,True,2
3391,Treyarch,2010,False,2
3392,Treyarch,2010,True,1
3393,Treyarch,2010,False,0
3394,Treyarch,2010,True,2
3395,Treyarch,2010,True,1
3396,Treyarch,2010,True,2
3397,Treyarch,2010,True,2
3398,Treyarch,2010,True,2
3399,Treyarch,2010,True,1
3400,Treyarch,2010,True,2
3401,Oddworld Inhabitants,2010,True,2
3402,Oddworld Inhabitants,2010,True,2
3403,Oddworld Inhabitants,2010,True,2
3404,Telltale Games,2010,True,1
3405,Rockstar Games,2002,True,1
3406,Rockstar Games,2002,True,2
3407,Rockstar Games,2005,True,2
3408,Rockstar Games,2005,True,1
3409,Rockstar Games,2005,True,1
3410,Rockstar Games,2005,True,2
3411,Rockstar Games,2005,True,2
3412,Rockstar Games,2005,True,2
3413,Rockstar Games,2005,True,2
3414,Rockstar Games,2005,True,2
3415,Rockstar Games,2005,False,1
3416,Rockstar Games,2005,True,1
3417,Rockstar Games,2005,True,2
3418,Rockstar Games,2005,True,2
3419,Rockstar Games,2005,True,1
3420,Rockstar Games,2005,True,2
3421,Rockstar Games,2005,True,1
3422,Rockstar Games,2005,True,1
3423,Rockstar Games,2005,True,1
3424,Rockstar Games,2005,True,1
3425,Rockstar Games,2005,True,0
3426,Rockstar Games,2003,True,0
3427,Rockstar Games,2003,True,2
3428,Rockstar Games,2003,True,2
3429,Rockstar Games,2003,True,2
3430,Rockstar Games,2003,True,1
3431,Rockstar Games,2003,True,2
3432,Rockstar Games,2003,True,1
3433,Extend Studio,2011,True,1
3434,Extend Studio,2011,True,2
3435,Extend Studio,2011,True,1
3436,Extend Studio,2011,True,2
3437,Visceral Games,2011,True,0
3438,Visceral Games,2011,True,0
3439,Uber Entertainment,2011,True,1
3440,Uber Entertainment,2011,True,1
3441,Uber Entertainment,2011,True,1
3442,Uber Entertainment,2011,True,1
3443,Uber Entertainment,2011,True,1
3444,Uber Entertainment,2011,True,1
3445,Uber Entertainment,2011,True,1
3446,Uber Entertainment,2011,True,1
3447,The Sims Studio,2009,True,2
3448,The Sims Studio,2009,True,0
3449,The Sims Studio,2009,True,1
3450,The Sims Studio,2009,True,2
3451,The Sims Studio,2009,True,1
3452,The Sims Studio,2009,True,0
3453,The Sims Studio,2009,True,0
3454,The Sims Studio,2009,True,2
3455,The Sims Studio,2009,True,0
3456,Reality Pump Studios,2011,False,0
3457,Reality Pump Studios,2011,True,2
3458,Reality Pump Studios,2011,True,2
3459,Eden Studios,2015,True,2
3460,Gaijin Games,2011,True,2
3461,Gaijin Games,2011,True,1
3462,Gaijin Games,2011,True,1
3463,Gaijin Games,2011,False,0
3464,Gaijin Games,2011,True,2
3465,Gaijin Games,2011,True,1
3466,Gaijin Games,2011,True,1
3467,Gaijin Games,2011,False,0
3468,"Kaos Studios,Digital Extremes",2011,True,2
